"nci_id","nct_id","official_title","inclusion_indicaInclusionor","description","Text","Boolean","" 
"NCI-2015-01144","NCT02613364","A Randomized Clinical Trial Comparing the Effectiveness of Yoga, Survivorship Health Education, and Cognitive Behavioral Therapy for Treating Insomnia in Cancer Survivors","N/A","","","",""
"NCI-2015-01178","NCT02308085","A Study Evaluating the Pregnancy Outcomes and Safety of_x000D_ Interrupting Endocrine Therapy for Young Women with_x000D_ Endocrine Responsive Breast Cancer Who Desire Pregnancy","N/A","","","",""
"NCI-2015-01236","NCT02562716","A Randomized Phase II Study of Perioperative mFOLFIRINOX versus Gemcitabine/Nab-Paclitaxel as Therapy for Resectable Pancreatic Adenocarcinoma","N/A","","","",""
"NCI-2015-01270","NCT02520778","A Phase 1B Study of AZD9291 in Combination with Navitoclax in EGFR-Mutant Non-small Cell Lung Cancer following Resistance to Initial EGFR Kinase Inhibitor","Exclusion","Patients with human immunodeficiency virus (HIV) on antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01271","NCT02520791","A Phase I Trial of MEDI-570 in Patients with Relapsed/Refractory Peripheral T-Cell Lymphoma (PTCL) Follicular Variant and Angioimmunoblastic T-Cell Lymphoma (AITL)","Exclusion","History of human immunodeficiency virus (HIV) infection","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2015-01348","NCT02490878","Randomized Phase II Study: Corticosteroids + Bevacizumab vs. Corticosteroids + Placebo (BeSt) for Radionecrosis after Radiosurgery for Brain Metastases","N/A","","","",""
"NCI-2015-01408","NCT02535325","A Phase I Study of Methoxyamine Combined with Chemo-radiation for Locally Advanced Non-squamous Non-small Cell Lung Cancer","Exclusion","Patients who are known to be human immunodeficiency positive (HIV)-positive and are on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c94631:affirmed;"
"NCI-2015-01411","NCT02535338","A Phase 1/2 Trial of Erlotinib and Onalespib Lactate in EGFR-Mutant Non-small Cell Lung Cancer","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01548","NCT02635009","Randomized Phase II/III Trial of Prophylactic Cranial Irradiation with or without Hippocampal Avoidance for Small Cell Lung Cancer","Exclusion","Severe, active comorbidity, defined as follows:  * Human immunodeficiency virus (HIV) positive with cluster of differentiation (CD)4 count < 200 cells/microliter  ** Note: patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to Step 1 registration  ** Note: HIV testing is not required for eligibility for this protocol","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND CD4>=200 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C103810>=200 {cells}/mm3)","c15175:affirmed;c15175:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2015-01640","NCT02568553","A Phase I Trial of the Combination of Lenalidomide and Blinatumomab in Patients with Relapsed or Refractory Non-Hodgkins Lymphoma (NHL)","Inclusion","Human immunodeficiency virus (HIV) infected patients are eligible provided they meet all the other eligibility criteria of the study in addition to the following:   * No history of acquired immune deficiency syndrome (AIDS)-defining conditions other than lymphoma or history of CD4+ T-cells below 200/mm^3 prior to beginning combination antiretroviral therapy (cART)  * After HIV diagnosis and during treatment with cART, patients should have maintained CD4+ T-cells >= 350/mm^3 prior to lymphoma diagnosis; patients who never immune reconstituted to a stable level above 350/mm^3 are not eligible  * At time of study entry CD4+ T-cells must have recovered from prior lymphoma therapy to >= 250/mm^3  * At the time of study entry the HIV viral load must be undetectable by standard laboratory assay   * During prior lymphoma therapy, patients must not have experienced documented infections attributed to the HIV+ status  * No history of non-adherence to cART and willing to adhere to cART while on study  * Antiretroviral drugs with overlapping or similar toxicity profiles as study agents not allowed:  ** Efavirenz not allowed due to potential central nervous system (CNS) toxicity  ** Stavudine not allowed due to potential neuropathic effects  ** Zidovudine not allowed due to myelosuppressive effects  * Patients must be willing to be followed at a minimum of approximately every 3 months by physician expert in HIV disease management","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND AIDS=NO AND cART=YES AND CD4>=250 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND AIDS-Related Disorder =NO AND Efavirenz=NO) VERY COMPLICATED (I KEPT IT AT >=250 TO INCLUDE MORE FOR MATCH, CLINICIAN CAN EXCLUDE AFTERWARDS)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C2851=NO AND C94631=YES AND C103810>=250 {cells}/mm3 AND C92544=C111568 {copies}/mm3 AND  C4991=NO AND C29027=NO)","c15175:affirmed;c15175:affirmed;c2851:affirmed;:affirmed;measurement:affirmed;c94631:affirmed;c15175:affirmed;c15220:affirmed;:affirmed;c15220:affirmed;measurement:affirmed;:affirmed;c15175:affirmed;c92544:affirmed;c111568:affirmed;c15175:affirmed;c94631:affirmed;c15175:affirmed;"
"NCI-2015-01642","NCT02567409","A Randomized Phase 2 Trial of Cisplatin/Gemcitabine with or without VX-970 in Metastatic Urothelial Carcinoma","N/A","","","",""
"NCI-2015-01643","NCT02567422","A Phase I Study of VX-970 in Combination with Cisplatin and XRT in Patients with Locally Advanced HPV (-) Head and Neck Squamous Cell Carcinoma (HNSCC; SDC 10060121)","Exclusion","Human immunodeficiency virus (HIV)-positive patients with well-controlled disease, as determined by CD4 count and viral load, who are on antiretroviral therapy that does not contain a strong inducer or inhibitor of CYP3A4 are allowed on trial; HIV-positive patients on combination antiretroviral therapy with strong inducers or inhibitors of CYP3A4 are ineligible; patients with poorly controlled HIV are not eligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4=Sufficient AND Viral Load=Acceptable AND HAART=YES AND Cytochrome P450 3A4 Inhibitor=NO AND Cytochrome P450 3A4 Inducer=NO) ","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810=C63351 AND C92544=C63350 AND C94631=YES AND C111373=NO AND C111374=NO) ","c15175:affirmed;c15175:affirmed;:affirmed;c92544:affirmed;c94631:affirmed;c94631:affirmed;c15175:affirmed;"
"NCI-2015-01644","NCT02567435","A Randomized Phase 3 Study of Vincristine, Dactinomycin, Cyclophosphamide (VAC) Alternating with Vincristine and Irinotecan (VI) versus VAC/VI plus Temsirolimus (TORI, Torisel, NSC# 683864, IND#122782) in Patients with Intermediate Risk (IR) Rhabdomyosarcoma (RMS)","N/A","","","",""
"NCI-2015-01681","NCT02572453","Phase 2 Study of AT13387 (Onalespib) in ALK+ ALCL, MCL, and BCL-6+ DLBCL","Inclusion","Human immunodeficiency virus (HIV)+ patients are eligible for the trial provided they meet the other study criteria in addition to the following:  * CD4+ T-cells >= 250/mm^3  * HIV sensitive to antiretroviral therapy  * Zidovudine not allowed  * Long term survival anticipated on the basis of HIV alone were it not for the lymphoma  * No concurrent acquired immunodeficiency syndrome (AIDS)-defining illness other than the lymphoma","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=250 {cells}/mm3 AND Treatment-sensitive HIV=YES AND Zidovudine=NO AND HEALTHY=YES AND AIDS=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=250 {cells}/mm3 AND Treatment-sensitive HIV=YES AND C947=NO AND C115935=YES AND C2851=NO)","c15175:affirmed;c15175:affirmed;:affirmed;c15175:affirmed;c94631:affirmed;c15175:affirmed;c2851:affirmed;"
"NCI-2015-01706","NCT02749903","A Phase II Study of Enzalutamide (NSC# 766085) for Patients with Androgen Receptor Positive Salivary Cancers","N/A","","","",""
"NCI-2015-01707","NCT02761057","A Randomized, Phase II Efficacy Assessment of Multiple MET Kinase Inhibitors (Cabozantinib [NSC #761968], Crizotinib [NSC #749005], Savolitinib [NSC #785348], and Sunitinib [NSC #736511]) in Metastatic Papillary Renal Carcinoma (PAPMET)","Inclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01744","NCT02581930","A Phase 2 Study of Ibrutinib (PCI-32765) in Refractory Distant Metastatic Cutaneous Melanoma: Correlation of Biomarkers with Response and Resistance","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are eligible; unless the patientâ€™s cluster of differentiation (CD)4+ count is below the institutional lower limit of normal","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND CD4>Lower Limit of Normal {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C103810>C25555 {cells}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c25555:affirmed;"
"NCI-2015-01745","NCT02797470","A Phase I Study of Stem Cell Gene Therapy for HIV Mediated by Lentivector Transduced, Pre-selected CD34+ Cells","Inclusion/Exclusion","INCLUSION:  HIV-1 infection, as documented by any federally approved, licensed HIV rapid test performed in conjunction with screening (or enzyme linked immunosorbent assay [ELISA], test kit, and confirmed by western blot or other approved test); alternatively, this documentation may include a record demonstrating that another physician has documented the participant's HIV status based on either: 1) approved diagnostic tests, or 2) the referring physician's written record that HIV infection was documented, with supporting information on the participant's relevant medical history and/or current management of HIV infection  Must be on a multi-drug anti-HIV regimen (excluding zidovudine [AZT, ZDV, Retrovir], or agents containing zidovudine [e.g., Combivir and Trizivir], and efavirenz [Sustiva], or agents containing efavirenz [e.g., Atripla]), and have an HIV-1 viral load < 50 copies/mL by reverse transcriptase-polymerase chain reaction (RT-PCR) at the time of study enrollment; participants on zidovudine ([AZT, ZDV, Retrovir]; including Combivir and Trizivir and efavirenz [Sustiva]; including Atripla) must switch to an alternative regimen without anticipated drug-drug interactions or myelosuppressive properties based on known viral resistance patterns and/or ART history, such as raltegravir and Truvada (emtricitabine and tenofovir) at least two weeks prior to the transplant  EXCLUSION: Any history of HIV-1 associated encephalopathy","HIV=YES AND HAART=YES AND Zidovudine=NO AND Efavirenz=NO AND Viral Load<50 {copies}/mm3 AND AIDS Encephalopathy=NO","C15175=YES AND C94631=YES AND C947=NO AND C29027=NO AND C92544<50 {copies}/mm3 AND C3715=NO","c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c947:affirmed;c947:affirmed;c29027:affirmed;c29027:affirmed;c92544:affirmed;measurement:affirmed;c947:affirmed;c29027:affirmed;"
"NCI-2015-01779","NCT02589522","Phase 1 Trial to Determine the Recommended Phase 2 Dose (RP2D) of VX-970 When Combined with Whole Brain Radiotherapy (WBRT) in Patients with Brain Metastases from Non-Small Cell Lung Cancer (NSCLC)","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01906","NCT02595866","Phase I Study of MK-3475 (Pembrolizumab) in Patients with Human Immunodeficiency Virus (HIV) and Relapsed/Refractory or Disseminated Malignant Neoplasm","Inclusion","Histologically or cytologically proven metastatic or locally advanced tumors for which no standard therapy exists, or where standard therapy has failed, or in patients otherwise ineligible for standard therapy, or for an indication that anti-programmed cell death protein 1 (PD-1) therapy has been shown to be effective in studies in HIV-uninfected participants; disease-specific criteria will be applied for certain common cancers and cancers strongly associated with HIV; however, enrollment will not be confined to these tumors  On an effective combination cART regimen, generally a 3-drug regimen based on Department of Health and Human Services (DHHS) treatment guidelines  * Patients must be on cART >= 4 weeks; and  * Evidence of viral suppression defined as HIV viral load < 200 copies/mL; and   * Most patients have viral loads that are suppressible to < 50 copies/mL, but about 25% of patients will occasionally have blips up to 400â€“500 copies/mL, which do not appear to correlate with lack of viral suppression in most studies; thus, an HIV viral load of =< 400 copies/mL for an occasional â€œblipâ€ will be allowed, if there is documentation of an HIV viral load < 200 on the same regimen and no significant treatment interruption   Total bilirubin < 1.5 X upper limit of normal (ULN); or < 3 x institutional ULN for Gilbertâ€™s syndrome or HIV protease inhibitors; or < 5 x ULN and direct bilirubin < 0.7 mg/dL for patients on atazanavir containing HIV regimen","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND cART=YES and HAART>=4 WEEK AND Viral Load<200 {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES C94631>=4 wk AND C92544<200 {copies}/mm3)","c15175:affirmed;measurement:affirmed;c15175:affirmed;c92544:affirmed;measurement:affirmed;c92544:affirmed;measurement:affirmed;c15175:affirmed;c92544:affirmed;measurement:affirmed;c15175:affirmed;c92544:affirmed;measurement:affirmed;measurement:affirmed;measurement:affirmed;c15175:affirmed;c97366:affirmed;measurement:affirmed;measurement:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2015-01907","NCT02595879","Phase I Dose-Escalation Bioavailability Study of Oral Triapine in Combination with Concurrent Chemoradiation for Locally Advanced Cervical Cancer (LACC) and Vulvar Cancer","Inclusion/Exclusion:","INCLUSION:  Healthy human immunodeficiency virus (HIV)-infected patients are eligible, provided that they meet all the other study criteria in addition to the following:  * Cluster of differentiation (CD)4+ cell count >= 250/mm^3  * Not on antiretroviral therapy affecting cytochrome P450 (p450) metabolism  * HIV viral loads undetectable by standard clinical tests  EXCLUSION:  Known HIV-positive patients receiving combination antiretroviral therapy are ineligible; however, HIV testing is not required for study enrollment and optional","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND cART=NO AND Cytochrome P450 3A4 Inhibitor=NO AND Viral Load=0 {copies}/mm3 AND CD4>=250 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO AND C111373=NO AND C92544=C111568 {copies}/mm3 AND C103810>=250 {cells}/mm3)","c115935:affirmed;c15175:affirmed;c15175:affirmed;:affirmed;c103810:affirmative;c94631:affirmed;c111374:affirmed;c15175:affirmed;c92544:affirmed;c111568:affirmed;c94631:affirmed;c15175:affirmed;"
